"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"2007"	"2007"	24	424368	5.7
	"Utah"	"49"	"2008"	"2008"	27	433360	6.2
	"Utah"	"49"	"2009"	"2009"	29	442958	6.5
	"Utah"	"49"	"2010"	"2010"	34	449041	7.6
	"Utah"	"49"	"2011"	"2011"	29	456011	6.4
	"Utah"	"49"	"2012"	"2012"	39	457540	8.5
	"Utah"	"49"	"2013"	"2013"	46	468312	9.8
	"Utah"	"49"	"2014"	"2014"	62	475579	13.0
	"Utah"	"49"	"2015"	"2015"	65	487016	13.3
	"Utah"	"49"	"2016"	"2016"	51	495491	10.3
	"Utah"	"49"	"2017"	"2017"	63	504304	12.5
	"Utah"	"49"	"2018"	"2018"	66	515784	12.8
	"Utah"	"49"	"2019"	"2019"	74	521832	14.2
	"Utah"	"49"	"2020 "	"2020"	62	526744	11.8
	"Vermont"	"50"	"2014"	"2014"	11	79461	Unreliable
	"Virginia"	"51"	"1999"	"1999"	48	964503	5.0
	"Virginia"	"51"	"2000"	"2000"	50	980020	5.1
	"Virginia"	"51"	"2001"	"2001"	43	1006595	4.3
	"Virginia"	"51"	"2002"	"2002"	41	1024791	4.0
	"Virginia"	"51"	"2003"	"2003"	47	1035873	4.5
	"Virginia"	"51"	"2004"	"2004"	43	1049231	4.1
	"Virginia"	"51"	"2005"	"2005"	46	1056811	4.4
	"Virginia"	"51"	"2006"	"2006"	38	1061462	3.6
	"Virginia"	"51"	"2007"	"2007"	37	1062125	3.5
	"Virginia"	"51"	"2008"	"2008"	59	1062525	5.6
	"Virginia"	"51"	"2009"	"2009"	44	1063377	4.1
	"Virginia"	"51"	"2010"	"2010"	40	1062211	3.8
	"Virginia"	"51"	"2011"	"2011"	49	1059168	4.6
	"Virginia"	"51"	"2012"	"2012"	51	1058560	4.8
	"Virginia"	"51"	"2013"	"2013"	48	1057209	4.5
	"Virginia"	"51"	"2014"	"2014"	66	1059336	6.2
	"Virginia"	"51"	"2015"	"2015"	54	1059818	5.1
	"Virginia"	"51"	"2016"	"2016"	69	1062972	6.5
	"Virginia"	"51"	"2017"	"2017"	65	1064407	6.1
	"Virginia"	"51"	"2018"	"2018"	86	1070646	8.0
	"Virginia"	"51"	"2019"	"2019"	71	1067063	6.7
	"Virginia"	"51"	"2020 "	"2020"	86	1069640	8.0
	"Washington"	"53"	"1999"	"1999"	63	855014	7.4
	"Washington"	"53"	"2000"	"2000"	48	862804	5.6
	"Washington"	"53"	"2001"	"2001"	40	874476	4.6
	"Washington"	"53"	"2002"	"2002"	46	880639	5.2
	"Washington"	"53"	"2003"	"2003"	48	884656	5.4
	"Washington"	"53"	"2004"	"2004"	49	889307	5.5
	"Washington"	"53"	"2005"	"2005"	45	889815	5.1
	"Washington"	"53"	"2006"	"2006"	46	893324	5.1
	"Washington"	"53"	"2007"	"2007"	40	895754	4.5
	"Washington"	"53"	"2008"	"2008"	39	899069	4.3
	"Washington"	"53"	"2009"	"2009"	50	901564	5.5
	"Washington"	"53"	"2010"	"2010"	45	900361	5.0
	"Washington"	"53"	"2011"	"2011"	57	887880	6.4
	"Washington"	"53"	"2012"	"2012"	63	879611	7.2
	"Washington"	"53"	"2013"	"2013"	67	877199	7.6
	"Washington"	"53"	"2014"	"2014"	53	878349	6.0
	"Washington"	"53"	"2015"	"2015"	81	880358	9.2
	"Washington"	"53"	"2016"	"2016"	65	887344	7.3
	"Washington"	"53"	"2017"	"2017"	85	897967	9.5
	"Washington"	"53"	"2018"	"2018"	90	909851	9.9
	"Washington"	"53"	"2019"	"2019"	68	915053	7.4
	"Washington"	"53"	"2020 "	"2020"	72	918183	7.8
	"West Virginia"	"54"	"1999"	"1999"	17	246301	Unreliable
	"West Virginia"	"54"	"2000"	"2000"	17	241760	Unreliable
	"West Virginia"	"54"	"2002"	"2002"	21	236636	8.9
	"West Virginia"	"54"	"2003"	"2003"	12	235165	Unreliable
	"West Virginia"	"54"	"2004"	"2004"	13	234438	Unreliable
	"West Virginia"	"54"	"2005"	"2005"	16	232851	Unreliable
	"West Virginia"	"54"	"2006"	"2006"	13	232375	Unreliable
	"West Virginia"	"54"	"2009"	"2009"	12	230133	Unreliable
	"West Virginia"	"54"	"2010"	"2010"	10	229137	Unreliable
	"West Virginia"	"54"	"2011"	"2011"	13	225821	Unreliable
	"West Virginia"	"54"	"2012"	"2012"	15	221930	Unreliable
	"West Virginia"	"54"	"2013"	"2013"	14	220349	Unreliable
	"West Virginia"	"54"	"2014"	"2014"	20	218519	9.2
	"West Virginia"	"54"	"2015"	"2015"	13	216751	Unreliable
	"West Virginia"	"54"	"2016"	"2016"	12	214739	Unreliable
	"West Virginia"	"54"	"2017"	"2017"	11	212829	Unreliable
	"West Virginia"	"54"	"2018"	"2018"	24	211615	11.3
	"West Virginia"	"54"	"2019"	"2019"	19	209168	Unreliable
	"West Virginia"	"54"	"2020 "	"2020"	11	207560	Unreliable
	"Wisconsin"	"55"	"1999"	"1999"	44	811337	5.4
	"Wisconsin"	"55"	"2000"	"2000"	61	810269	7.5
	"Wisconsin"	"55"	"2001"	"2001"	52	820787	6.3
	"Wisconsin"	"55"	"2002"	"2002"	48	821896	5.8
	"Wisconsin"	"55"	"2003"	"2003"	53	819466	6.5
	"Wisconsin"	"55"	"2004"	"2004"	48	816452	5.9
	"Wisconsin"	"55"	"2005"	"2005"	54	810202	6.7
	"Wisconsin"	"55"	"2006"	"2006"	40	802897	5.0
	"Wisconsin"	"55"	"2007"	"2007"	35	796093	4.4
	"Wisconsin"	"55"	"2008"	"2008"	30	788631	3.8
	"Wisconsin"	"55"	"2009"	"2009"	47	781458	6.0
	"Wisconsin"	"55"	"2010"	"2010"	47	775136	6.1
	"Wisconsin"	"55"	"2011"	"2011"	53	772875	6.9
	"Wisconsin"	"55"	"2012"	"2012"	46	762938	6.0
	"Wisconsin"	"55"	"2013"	"2013"	47	756573	6.2
	"Wisconsin"	"55"	"2014"	"2014"	56	753798	7.4
	"Wisconsin"	"55"	"2015"	"2015"	48	749950	6.4
	"Wisconsin"	"55"	"2016"	"2016"	64	748549	8.5
	"Wisconsin"	"55"	"2017"	"2017"	65	748799	8.7
	"Wisconsin"	"55"	"2018"	"2018"	56	747766	7.5
	"Wisconsin"	"55"	"2019"	"2019"	59	744359	7.9
	"Wisconsin"	"55"	"2020 "	"2020"	44	740993	5.9
	"Wyoming"	"56"	"1999"	"1999"	16	81693	Unreliable
	"Wyoming"	"56"	"2001"	"2001"	10	79205	Unreliable
	"Wyoming"	"56"	"2003"	"2003"	11	76568	Unreliable
	"Wyoming"	"56"	"2011"	"2011"	11	73287	Unreliable
	"Wyoming"	"56"	"2014"	"2014"	12	74698	Unreliable
	"Wyoming"	"56"	"2015"	"2015"	15	74053	Unreliable
	"Wyoming"	"56"	"2017"	"2017"	13	74890	Unreliable
	"Wyoming"	"56"	"2019"	"2019"	17	75945	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Injury Intent: Suicide"
"Single-Year Ages: 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 12, 2024 4:42:20 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jan 12, 2024 4:42:20 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
